Item Type	Filter Code	ID	Affix	Attributes	Magic Only	alvl	rlvl	freq	group	Changes
Bow and Crossbow Quivers	aqv OR cqv		Crushing	[20-25]% Chance of Crushing Blow		48	45	2	252	new
Bow and Crossbow Quivers	aqv OR cqv		Pulverizing	[25-30]% Chance of Crushing Blow		58	55	2	252	new
Melee Axes	AXE AND !THROWING		Readiness	+10% Increased Attack Speed		5	3	6	7	added Quiver
Melee Axes	AXE AND !THROWING		Alacrity	+20% Increased Attack Speed		25	17	6	7	added Quiver
Melee Axes	AXE AND !THROWING		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Melee Axes	AXE AND !THROWING		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Melee Axes	AXE AND !THROWING		Frost	+1 Cold Damage		1-3	1	4	10	
Melee Axes	AXE AND !THROWING		Frost	Adds 1 to [1-2] Cold Damage (2 second chill)		4-44	3	5	10	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Icicle	Adds [3-4] to [12-16] Cold Damage (3 second chill)		13-53	9	4	10	added max alvl, added Quiver, damage was 1 to [3-4]
Melee Axes	AXE AND !THROWING		Glacier	Adds [14-21] to [45-71] Cold Damage (4 second chill)		27	20	3	10	added Quiver, damage was [2-4] to [4-15]
Melee Axes	AXE AND !THROWING		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Melee Axes	AXE AND !THROWING		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Melee Axes	AXE AND !THROWING		Flame	+[1-2] Fire Damage		1-3	1	4	12	
Melee Axes	AXE AND !THROWING		Flame	Adds 1 to [2-5] Fire Damage		4-44	3	5	12	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Fire	Adds [2-8] to [12-22] Fire Damage		15-55	11	4	12	added max alvl, added Quiver, damage was [1-4] to [6-11]
Melee Axes	AXE AND !THROWING		Burning	Adds [20-30] to [37-72] Fire Damage		25-65	18	3	12	added max alvl, added Quiver, damage was [5-9] to [10-20]
Melee Axes	AXE AND !THROWING		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Melee Axes	AXE AND !THROWING		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Melee Axes	AXE AND !THROWING		Shock	+[1-3] Lightning Damage		1-3	1	4	13	
Melee Axes	AXE AND !THROWING		Shock	Adds 1 to [3-8] Lightning Damage		4-44	3	5	13	added max alvl, added Quiver, damage was 1 to [6-8]
Melee Axes	AXE AND !THROWING		Lightning	Adds 1 to [14-24] Lightning Damage		15-55	11	4	13	added max alvl, added Quiver, damage was 1 to [9-16]
Melee Axes	AXE AND !THROWING		Thunder	Adds 1 to [34-84] Lightning Damage		25	18	3	13	added Quiver, damage was 1 to [17-40]
Melee Axes	AXE AND !THROWING		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Melee Axes	AXE AND !THROWING		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Melee Axes	AXE AND !THROWING		Craftsmanship	+1 to Maximum Damage		1-41	1	8	14	added max alvl
Melee Axes	AXE AND !THROWING		Quality	+2 to Maximum Damage		4-44	3	8	14	added max alvl
Melee Axes	AXE AND !THROWING		Maiming	+[3-4] to Maximum Damage		7-47	5	7	14	added max alvl
Melee Axes	AXE AND !THROWING		Slaying	+[5-7] to Maximum Damage		11-51	8	7	14	added max alvl
Melee Axes	AXE AND !THROWING		Gore	+[8-10] to Maximum Damage		14	10	6	14	
Melee Axes	AXE AND !THROWING		Carnage	+[11-14] to Maximum Damage		19	14	6	14	
Melee Axes	AXE AND !THROWING		Slaughter	+[15-20] to Maximum Damage		25	18	5	14	
Melee Axes	AXE AND !THROWING		Butchery	+[21-40] to Maximum Damage		35	27	5	14	was 1
Melee Axes	AXE AND !THROWING		Evisceration	+[41-63] to Maximum Damage	1	45	37	4	14	
Melee Axes	AXE AND !THROWING		Worth	+[1-2] to Minimum Damage		1-41	1	8	15	added max alvl
Melee Axes	AXE AND !THROWING		Measure	+[3-4] to Minimum Damage		12-52	9	7	15	added max alvl
Melee Axes	AXE AND !THROWING		Excellence	+[5-8] to Minimum Damage		24	18	6	15	
Melee Axes	AXE AND !THROWING		Performance	+[9-14] to Minimum Damage		48	40	5	15	
Melee Axes	AXE AND !THROWING		Transcendence	+[15-20] to Minimum Damage		76	68	4	15	
Melee Axes	AXE AND !THROWING		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
Melee Axes	AXE AND !THROWING		Blight	+7 Poison Damage over 3 seconds		5-45	3	5	16	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Venom	+21 Poison Damage over 4 seconds		15-55	11	4	16	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Pestilence	+50 Poison Damage over 5 seconds		25	18	3	16	added Quiver
Melee Axes	AXE AND !THROWING		Anthrax	+100 Poison Damage over 6 seconds		33	25	2	16	added Quiver
Melee Axes	AXE AND !THROWING	271	Regeneration	Replenish Life +[6-10]		70	52	4	19	doubled vlaues
Melee Axes	AXE AND !THROWING		Vileness	Prevent Monster Heal		9	6	3	20	added Quiver
Melee Axes	AXE AND !THROWING		Bear	Knockback		8	6	3	24	
Melee Axes	AXE AND !THROWING		Leech	[4-5]% Life Stolen per Hit		6	4	7	27	added Quiver
Melee Axes	AXE AND !THROWING	353	Locust	[6-7]% Life Stolen per Hit		20	15	7	27	added Quiver
Melee Axes	AXE AND !THROWING		Lamprey	[8-9]% Life Stolen per Hit		55	43	7	27	
Melee Axes	AXE AND !THROWING		Bat	[4-5]% Mana Stolen per Hit		7	4	7	28	added Quiver
Melee Axes	AXE AND !THROWING	360	Wraith	[6-7]% Mana Stolen per Hit		21	16	7	28	added Quiver
Melee Axes	AXE AND !THROWING		Vampire	[8-9]% Mana Stolen per Hit		56	48	7	28	
Melee Axes	AXE AND !THROWING		Ease	Requirements -20%		15	11	3	30	
Melee Axes	AXE AND !THROWING		Simplicity	Requirements -30%		25	18	2	30	
Melee Axes	AXE AND !THROWING	383	Strength	+[1-2] to Strength		12-52	8	3	31	added max alvl
Melee Axes	AXE AND !THROWING	384	Might	+[3-5] to Strength		33-73	25	3	31	added max alvl, removed Gloves
Melee Axes	AXE AND !THROWING	385	Ox	+[6-9] to Strength		45	37	3	31	
Melee Axes	AXE AND !THROWING	386	Giant	+[10-15] to Strength		59	51	3	31	
Melee Axes	AXE AND !THROWING		Self-Repair	Repairs 1 Durability in 33 seconds		3	1	3	37	
Melee Axes	AXE AND !THROWING		Fast Repair	Repairs 1 Durability in 20 seconds		20	12	2	37	
Melee Axes	AXE AND !THROWING		Ages	Indestructible	1	50	42	1	39	
Melee Axes	AXE AND !THROWING		Fireball	16% Chance to Cast Level 18 Fire Ball on Striking		36	27	1	44	new
Melee Axes	AXE AND !THROWING		Fireball	16% Chance to Cast Level 24 Fire Ball on Striking		56	42	1	44	new
Melee Axes	AXE AND !THROWING		Fireball	16% Chance to Cast Level 30 Fire Ball on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Charged Bolt	20% Chance to Cast Level 18 Charged Bolt on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Charged Bolt	20% Chance to Cast Level 24 Charged Bolt on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Charged Bolt	20 Chance to Cast Level 30 Charged Bolt on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Lightning	16% Chance to Cast Level 18 Lightning on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Lightning	16% Chance to Cast Level 24 Lightning on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Lightning	16% Chance to Cast Level 30 Lightning on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Chain Lightning	14% Chance to Cast Level 18 Chain Lightning on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Chain Lightning	14% Chance to Cast Level 24 Chain Lightning on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Chain Lightning	14% Chance to Cast Level 30 Chain Lightning on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Ice Barrage	12% Chance to Cast Level 18 Ice Barrage on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Ice Barrage	12% Chance to Cast Level 24 Ice Barrage on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Ice Barrage	12% Chance to Cast Level 30 Ice Barrage on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Frost Nova	18% Chance to Cast Level 18 Frost Nova on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Frost Nova	18% Chance to Cast Level 24 Frost Nova on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Frost Nova	18% Chance to Cast Level 30 Frost Nova on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Nova	16% Chance to Cast Level 18 Nova on Striking		36-56	27	1	44	new
Melee Axes	AXE AND !THROWING		Nova	16% Chance to Cast Level 24 Nova on Striking		56-76	42	1	44	new
Melee Axes	AXE AND !THROWING		Nova	16% Chance to Cast Level 30 Nova on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Nova	10% Chance to Cast Level 3 Nova on Striking		12-36	9	1	44	added max alvl, alvl was 18, rlvl was 13
Melee Axes	AXE AND !THROWING		Nova	12% Chance to Cast Level 4 Nova on Striking		18-36	14	1	44	added max alvl, alvl was 28, rlvl was 21
Melee Axes	AXE AND !THROWING		Firebolts	10% Chance to Cast Level 8 Fire Bolt on Striking		16-36	12	1	44	added max alvl
Melee Axes	AXE AND !THROWING		Life Tap	Level 1 Life Tap ([22-27] charges)		48	48	1	44	was level [1-3]
Melee Axes	AXE AND !THROWING		Damage Amplification	10% Chance to Cast Level 23 Amplify Damage on Striking		36-76	27	1	44	new
Melee Axes	AXE AND !THROWING		Damage Amplification	12% Chance to Cast Level 31 Amplify Damage on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Lower Resist	8% Chance to Cast Level 5 Lower Resist on Striking		15-55	15	1	44	new
Melee Axes	AXE AND !THROWING		Lower Resist	10% Chance to Cast Level 10 Lower Resist on Striking		36-76	27	1	44	new
Melee Axes	AXE AND !THROWING		Lower Resist	12% Chance to Cast Level 15 Lower Resist on Striking		76	57	1	44	new
Melee Axes	AXE AND !THROWING		Savagery	[5-10]% Deadly Strike		18-58	15	2	252	new
Melee Axes	AXE AND !THROWING		Devastation	[10-15]% Deadly Strike		28-68	25	2	252	new
Melee Axes	AXE AND !THROWING		Havoc	[15-20]% Deadly Strike		38	35	2	252	new
Melee Axes	AXE AND !THROWING		Destruction	[20-25]% Deadly Strike		48	45	2	252	new
Melee Axes	AXE AND !THROWING		Desolation	[25-30]% Deadly Strike		58	55	2	252	new
Melee Axes	AXE AND !THROWING	806	Bleeding	10% Chance of Open Wounds, +[8-12] Open Wounds Damage per Second		18-58	15	2	252	new
Melee Axes	AXE AND !THROWING	807	Siphoning	10% Chance of Open Wounds, +[15-20] Open Wounds Damage per Second		28-68	25	2	252	new
Melee Axes	AXE AND !THROWING	808	Gory	10% Chance of Open Wounds, +[33-46] Open Wounds Damage per Second		38	35	2	252	new
Melee Axes	AXE AND !THROWING	809	Sanguinary	10% Chance of Open Wounds, +[122-172] Open Wounds Damage per Second		48	45	2	252	new
Melee Axes	AXE AND !THROWING	810	Hematic	10% Chance of Open Wounds, +[235-325] Open Wounds Damage per Second		58	55	2	252	new
Melee Axes	AXE AND !THROWING		Chipping	[5-10]% Chance of Crushing Blow		18-58	15	2	252	new
Melee Axes	AXE AND !THROWING		Crumbling	[10-15]% Chance of Crushing Blow		28-68	25	2	252	new
Melee Axes	AXE AND !THROWING		Breaking	[15-20]% Chance of Crushing Blow		38	35	2	252	new
Melee Axes	AXE AND !THROWING		Crushing	[20-25]% Chance of Crushing Blow		48	45	2	252	new
Melee Axes	AXE AND !THROWING		Pulverizing	[25-30]% Chance of Crushing Blow		58	55	2	252	new
Tipped Maces	TMACE		Readiness	+10% Increased Attack Speed		5	3	6	7	added Quiver
Tipped Maces	TMACE		Alacrity	+20% Increased Attack Speed		25	17	6	7	added Quiver
Tipped Maces	TMACE		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Tipped Maces	TMACE		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Tipped Maces	TMACE		Frost	+1 Cold Damage		1-3	1	4	10	
Tipped Maces	TMACE		Frost	Adds 1 to [1-2] Cold Damage (2 second chill)		4-44	3	5	10	added max alvl, added Quiver
Tipped Maces	TMACE		Icicle	Adds [3-4] to [12-16] Cold Damage (3 second chill)		13-53	9	4	10	added max alvl, added Quiver, damage was 1 to [3-4]
Tipped Maces	TMACE		Glacier	Adds [14-21] to [45-71] Cold Damage (4 second chill)		27	20	3	10	added Quiver, damage was [2-4] to [4-15]
Tipped Maces	TMACE		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Tipped Maces	TMACE		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Tipped Maces	TMACE		Flame	+[1-2] Fire Damage		1-3	1	4	12	
Tipped Maces	TMACE		Flame	Adds 1 to [2-5] Fire Damage		4-44	3	5	12	added max alvl, added Quiver
Tipped Maces	TMACE		Fire	Adds [2-8] to [12-22] Fire Damage		15-55	11	4	12	added max alvl, added Quiver, damage was [1-4] to [6-11]
Tipped Maces	TMACE		Burning	Adds [20-30] to [37-72] Fire Damage		25-65	18	3	12	added max alvl, added Quiver, damage was [5-9] to [10-20]
Tipped Maces	TMACE		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Tipped Maces	TMACE		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Tipped Maces	TMACE		Shock	+[1-3] Lightning Damage		1-3	1	4	13	
Tipped Maces	TMACE		Shock	Adds 1 to [3-8] Lightning Damage		4-44	3	5	13	added max alvl, added Quiver, damage was 1 to [6-8]
Tipped Maces	TMACE		Lightning	Adds 1 to [14-24] Lightning Damage		15-55	11	4	13	added max alvl, added Quiver, damage was 1 to [9-16]
Tipped Maces	TMACE		Thunder	Adds 1 to [34-84] Lightning Damage		25	18	3	13	added Quiver, damage was 1 to [17-40]
Tipped Maces	TMACE		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Tipped Maces	TMACE		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Tipped Maces	TMACE		Craftsmanship	+1 to Maximum Damage		1-41	1	8	14	added max alvl
Tipped Maces	TMACE		Quality	+2 to Maximum Damage		4-44	3	8	14	added max alvl
Tipped Maces	TMACE		Maiming	+[3-4] to Maximum Damage		7-47	5	7	14	added max alvl
Tipped Maces	TMACE		Slaying	+[5-7] to Maximum Damage		11-51	8	7	14	added max alvl
Tipped Maces	TMACE		Gore	+[8-10] to Maximum Damage		14	10	6	14	
Tipped Maces	TMACE		Carnage	+[11-14] to Maximum Damage		19	14	6	14	
Tipped Maces	TMACE		Slaughter	+[15-20] to Maximum Damage		25	18	5	14	
Tipped Maces	TMACE		Butchery	+[21-40] to Maximum Damage		35	27	5	14	was 1
Tipped Maces	TMACE		Evisceration	+[41-63] to Maximum Damage	1	45	37	4	14	
Tipped Maces	TMACE		Worth	+[1-2] to Minimum Damage		1-41	1	8	15	added max alvl
Tipped Maces	TMACE		Measure	+[3-4] to Minimum Damage		12-52	9	7	15	added max alvl
Tipped Maces	TMACE		Excellence	+[5-8] to Minimum Damage		24	18	6	15	
Tipped Maces	TMACE		Performance	+[9-14] to Minimum Damage		48	40	5	15	
Tipped Maces	TMACE		Transcendence	+[15-20] to Minimum Damage		76	68	4	15	
Tipped Maces	TMACE		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
Tipped Maces	TMACE		Blight	+7 Poison Damage over 3 seconds		5-45	3	5	16	added max alvl, added Quiver
Tipped Maces	TMACE		Venom	+21 Poison Damage over 4 seconds		15-55	11	4	16	added max alvl, added Quiver
Tipped Maces	TMACE		Pestilence	+50 Poison Damage over 5 seconds		25	18	3	16	added Quiver
Tipped Maces	TMACE		Anthrax	+100 Poison Damage over 6 seconds		33	25	2	16	added Quiver
Tipped Maces	TMACE	271	Regeneration	Replenish Life +[6-10]		70	52	4	19	doubled vlaues
Tipped Maces	TMACE		Vileness	Prevent Monster Heal		9	6	3	20	added Quiver
Tipped Maces	TMACE		Bear	Knockback		8	6	3	24	
Tipped Maces	TMACE		Jackal	+[1-5] to Life		8-48	6	3	26	added max alvl
Tipped Maces	TMACE		Fox	+[6-10] to Life		17-57	13	3	26	split off Ring, added max alvl
Tipped Maces	TMACE		Wolf	+[11-20] to Life		34-74	26	3	26	split off Ring, added max alvl
Tipped Maces	TMACE		Tiger	+[21-30] to Life		51	43	3	26	
Tipped Maces	TMACE		Mammoth	+[31-40] to Life		68	60	3	26	
Tipped Maces	TMACE		Leech	[4-5]% Life Stolen per Hit		6	4	7	27	added Quiver
Tipped Maces	TMACE	353	Locust	[6-7]% Life Stolen per Hit		20	15	7	27	added Quiver
Tipped Maces	TMACE		Lamprey	[8-9]% Life Stolen per Hit		55	43	7	27	
Tipped Maces	TMACE		Bat	[4-5]% Mana Stolen per Hit		7	4	7	28	added Quiver
Tipped Maces	TMACE	360	Wraith	[6-7]% Mana Stolen per Hit		21	16	7	28	added Quiver
Tipped Maces	TMACE		Vampire	[8-9]% Mana Stolen per Hit		56	48	7	28	
Tipped Maces	TMACE		Ease	Requirements -20%		15	11	3	30	
Tipped Maces	TMACE		Simplicity	Requirements -30%		25	18	2	30	
Tipped Maces	TMACE	378	Strength	+[1-2] to Strength		5-45	3	4	31	added max alvl
Tipped Maces	TMACE	379	Might	+[3-5] to Strength		21-61	15	3	31	added max alvl, removed Ring
Tipped Maces	TMACE	380	Ox	+[6-9] to Strength		38	30	3	31	
Tipped Maces	TMACE	381	Giant	+[10-15] to Strength		55	47	3	31	added Shield
Tipped Maces	TMACE	382	Titan	+[16-20] to Strength		74	66	3	31	added Shield
Tipped Maces	TMACE		Self-Repair	Repairs 1 Durability in 33 seconds		3	1	3	37	
Tipped Maces	TMACE		Fast Repair	Repairs 1 Durability in 20 seconds		20	12	2	37	
Tipped Maces	TMACE		Ages	Indestructible	1	50	42	1	39	
Tipped Maces	TMACE		Fireball	16% Chance to Cast Level 18 Fire Ball on Striking		36	27	1	44	new
Tipped Maces	TMACE		Fireball	16% Chance to Cast Level 24 Fire Ball on Striking		56	42	1	44	new
Tipped Maces	TMACE		Fireball	16% Chance to Cast Level 30 Fire Ball on Striking		76	57	1	44	new
Tipped Maces	TMACE		Charged Bolt	20% Chance to Cast Level 18 Charged Bolt on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Charged Bolt	20% Chance to Cast Level 24 Charged Bolt on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Charged Bolt	20 Chance to Cast Level 30 Charged Bolt on Striking		76	57	1	44	new
Tipped Maces	TMACE		Lightning	16% Chance to Cast Level 18 Lightning on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Lightning	16% Chance to Cast Level 24 Lightning on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Lightning	16% Chance to Cast Level 30 Lightning on Striking		76	57	1	44	new
Tipped Maces	TMACE		Chain Lightning	14% Chance to Cast Level 18 Chain Lightning on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Chain Lightning	14% Chance to Cast Level 24 Chain Lightning on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Chain Lightning	14% Chance to Cast Level 30 Chain Lightning on Striking		76	57	1	44	new
Tipped Maces	TMACE		Ice Barrage	12% Chance to Cast Level 18 Ice Barrage on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Ice Barrage	12% Chance to Cast Level 24 Ice Barrage on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Ice Barrage	12% Chance to Cast Level 30 Ice Barrage on Striking		76	57	1	44	new
Tipped Maces	TMACE		Frost Nova	18% Chance to Cast Level 18 Frost Nova on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Frost Nova	18% Chance to Cast Level 24 Frost Nova on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Frost Nova	18% Chance to Cast Level 30 Frost Nova on Striking		76	57	1	44	new
Tipped Maces	TMACE		Nova	16% Chance to Cast Level 18 Nova on Striking		36-56	27	1	44	new
Tipped Maces	TMACE		Nova	16% Chance to Cast Level 24 Nova on Striking		56-76	42	1	44	new
Tipped Maces	TMACE		Nova	16% Chance to Cast Level 30 Nova on Striking		76	57	1	44	new
Tipped Maces	TMACE		Nova	10% Chance to Cast Level 3 Nova on Striking		12-36	9	1	44	added max alvl, alvl was 18, rlvl was 13
Tipped Maces	TMACE		Nova	12% Chance to Cast Level 4 Nova on Striking		18-36	14	1	44	added max alvl, alvl was 28, rlvl was 21
Tipped Maces	TMACE		Firebolts	10% Chance to Cast Level 8 Fire Bolt on Striking		16-36	12	1	44	added max alvl
Tipped Maces	TMACE		Damage Amplification	10% Chance to Cast Level 23 Amplify Damage on Striking		36-76	27	1	44	new
Tipped Maces	TMACE		Damage Amplification	12% Chance to Cast Level 31 Amplify Damage on Striking		76	57	1	44	new
Tipped Maces	TMACE		Lower Resist	8% Chance to Cast Level 5 Lower Resist on Striking		15-55	15	1	44	new
Tipped Maces	TMACE		Lower Resist	10% Chance to Cast Level 10 Lower Resist on Striking		36-76	27	1	44	new
Tipped Maces	TMACE		Lower Resist	12% Chance to Cast Level 15 Lower Resist on Striking		76	57	1	44	new
Tipped Maces	TMACE		Savagery	[5-10]% Deadly Strike		18-58	15	2	252	new
Tipped Maces	TMACE		Devastation	[10-15]% Deadly Strike		28-68	25	2	252	new
Tipped Maces	TMACE		Havoc	[15-20]% Deadly Strike		38	35	2	252	new
Tipped Maces	TMACE		Destruction	[20-25]% Deadly Strike		48	45	2	252	new
Tipped Maces	TMACE		Desolation	[25-30]% Deadly Strike		58	55	2	252	new
Tipped Maces	TMACE	806	Bleeding	10% Chance of Open Wounds, +[8-12] Open Wounds Damage per Second		18-58	15	2	252	new
Tipped Maces	TMACE	807	Siphoning	10% Chance of Open Wounds, +[15-20] Open Wounds Damage per Second		28-68	25	2	252	new
Tipped Maces	TMACE	808	Gory	10% Chance of Open Wounds, +[33-46] Open Wounds Damage per Second		38	35	2	252	new
Tipped Maces	TMACE	809	Sanguinary	10% Chance of Open Wounds, +[122-172] Open Wounds Damage per Second		48	45	2	252	new
Tipped Maces	TMACE	810	Hematic	10% Chance of Open Wounds, +[235-325] Open Wounds Damage per Second		58	55	2	252	new
Tipped Maces	TMACE		Chipping	[5-10]% Chance of Crushing Blow		18-58	15	2	252	new
Tipped Maces	TMACE		Crumbling	[10-15]% Chance of Crushing Blow		28-68	25	2	252	new
Tipped Maces	TMACE		Breaking	[15-20]% Chance of Crushing Blow		38	35	2	252	new
Tipped Maces	TMACE		Crushing	[20-25]% Chance of Crushing Blow		48	45	2	252	new
Tipped Maces	TMACE		Pulverizing	[25-30]% Chance of Crushing Blow		58	55	2	252	new
Clubs	CLUB		Readiness	+10% Increased Attack Speed		5	3	6	7	added Quiver
Clubs	CLUB		Alacrity	+20% Increased Attack Speed		25	17	6	7	added Quiver
Clubs	CLUB		Swiftness	+30% Increased Attack Speed		34	26	6	7	added Missile Weapon
Clubs	CLUB		Quickness	+40% Increased Attack Speed		46	38	5	7	added Missile Weapon
Clubs	CLUB	174	Apprentice	+10% Faster Cast Rate		5	3	6	9	added Club
Clubs	CLUB	175	Magus	+20% Faster Cast Rate		29	21	5	9	added Scepter (Rod includes Staff/Wand/Scepter), added Club
Clubs	CLUB	978	Archmage	+30% Faster Cast Rate		49	41	1	9	new
Clubs	CLUB		Frost	+1 Cold Damage		1-3	1	4	10	
Clubs	CLUB		Frost	Adds 1 to [1-2] Cold Damage (2 second chill)		4-44	3	5	10	added max alvl, added Quiver
Clubs	CLUB		Icicle	Adds [3-4] to [12-16] Cold Damage (3 second chill)		13-53	9	4	10	added max alvl, added Quiver, damage was 1 to [3-4]
Clubs	CLUB		Glacier	Adds [14-21] to [45-71] Cold Damage (4 second chill)		27	20	3	10	added Quiver, damage was [2-4] to [4-15]
Clubs	CLUB		Winter	Adds [44-60] to [126-246] Cold Damage (6 second chill)		45	37	2	10	added Quiver, damage was [5-9] to [16-50]
Clubs	CLUB		Hypothermia	Adds [63-118] to [238-365] Cold Damage (6 second chill)		70	53	2	10	new
Clubs	CLUB		Flame	+[1-2] Fire Damage		1-3	1	4	12	
Clubs	CLUB		Flame	Adds 1 to [2-5] Fire Damage		4-44	3	5	12	added max alvl, added Quiver
Clubs	CLUB		Fire	Adds [2-8] to [12-22] Fire Damage		15-55	11	4	12	added max alvl, added Quiver, damage was [1-4] to [6-11]
Clubs	CLUB		Burning	Adds [20-30] to [37-72] Fire Damage		25-65	18	3	12	added max alvl, added Quiver, damage was [5-9] to [10-20]
Clubs	CLUB		Incineration	Adds [57-90] to [102-146] Fire Damage		43	35	2	12	added Quiver, damage was [10-20] to [21-75]
Clubs	CLUB		Ashes	Adds [152-214] to [228-302] Fire Damage		70	53	2	12	new
Clubs	CLUB		Shock	+[1-3] Lightning Damage		1-3	1	4	13	
Clubs	CLUB		Shock	Adds 1 to [3-8] Lightning Damage		4-44	3	5	13	added max alvl, added Quiver, damage was 1 to [6-8]
Clubs	CLUB		Lightning	Adds 1 to [14-24] Lightning Damage		15-55	11	4	13	added max alvl, added Quiver, damage was 1 to [9-16]
Clubs	CLUB		Thunder	Adds 1 to [34-84] Lightning Damage		25	18	3	13	added Quiver, damage was 1 to [17-40]
Clubs	CLUB		Storms	Adds [1-6] to [85-126] Lightning Damage		34	26	2	13	added Quiver, damage was [1-6] to [41-120]
Clubs	CLUB		Maelstrom	Adds [1-6] to [303-403] Lightning Damage		70	53	2	13	new
Clubs	CLUB		Craftsmanship	+1 to Maximum Damage		1-41	1	8	14	added max alvl
Clubs	CLUB		Quality	+2 to Maximum Damage		4-44	3	8	14	added max alvl
Clubs	CLUB		Maiming	+[3-4] to Maximum Damage		7-47	5	7	14	added max alvl
Clubs	CLUB		Slaying	+[5-7] to Maximum Damage		11-51	8	7	14	added max alvl
Clubs	CLUB		Gore	+[8-10] to Maximum Damage		14	10	6	14	
Clubs	CLUB		Carnage	+[11-14] to Maximum Damage		19	14	6	14	
Clubs	CLUB		Slaughter	+[15-20] to Maximum Damage		25	18	5	14	
Clubs	CLUB		Butchery	+[21-40] to Maximum Damage		35	27	5	14	was 1
Clubs	CLUB		Evisceration	+[41-63] to Maximum Damage	1	45	37	4	14	
Clubs	CLUB		Worth	+[1-2] to Minimum Damage		1-41	1	8	15	added max alvl
Clubs	CLUB		Measure	+[3-4] to Minimum Damage		12-52	9	7	15	added max alvl
Clubs	CLUB		Excellence	+[5-8] to Minimum Damage		24	18	6	15	
Clubs	CLUB		Performance	+[9-14] to Minimum Damage		48	40	5	15	
Clubs	CLUB		Transcendence	+[15-20] to Minimum Damage		76	68	4	15	
Clubs	CLUB		Blight	+1 Poison Damage over 2 seconds		1-4	1	4	16	
Clubs	CLUB		Blight	+7 Poison Damage over 3 seconds		5-45	3	5	16	added max alvl, added Quiver
Clubs	CLUB		Venom	+21 Poison Damage over 4 seconds		15-55	11	4	16	added max alvl, added Quiver
Clubs	CLUB		Pestilence	+50 Poison Damage over 5 seconds		25	18	3	16	added Quiver
